"Muestra" "Descripcion" "Anio" "TipoAccidente" "Cantidad"
"3311" "Comunal" "PUCON" 2010 "Volcadura" 9
"3312" "Comunal" "PUCON" 2011 "Volcadura" 14
"3313" "Comunal" "SAAVEDRA" 2010 "Volcadura" 3
"3314" "Comunal" "SAAVEDRA" 2011 "Volcadura" 0
"3315" "Comunal" "TEODORO SCHMIDT" 2010 "Volcadura" 6
"3316" "Comunal" "TEODORO SCHMIDT" 2011 "Volcadura" 1
"3317" "Comunal" "TOLTEN" 2010 "Volcadura" 0
"3318" "Comunal" "TOLTEN" 2011 "Volcadura" 4
"3319" "Comunal" "VILCUN" 2010 "Volcadura" 6
"3320" "Comunal" "VILCUN" 2011 "Volcadura" 5
"3321" "Comunal" "VILLARRICA" 2010 "Volcadura" 32
"3322" "Comunal" "VILLARRICA" 2011 "Volcadura" 24
"3323" "Comunal" "CHOL CHOL" 2010 "Volcadura" 4
"3324" "Comunal" "CHOL CHOL" 2011 "Volcadura" 1
"3325" "Comunal" "ANGOL" 2010 "Volcadura" 19
"3326" "Comunal" "ANGOL" 2011 "Volcadura" 17
"3327" "Comunal" "COLLIPULLI" 2010 "Volcadura" 20
"3328" "Comunal" "COLLIPULLI" 2011 "Volcadura" 12
"3329" "Comunal" "CURACAUTIN" 2010 "Volcadura" 13
"3330" "Comunal" "CURACAUTIN" 2011 "Volcadura" 21
"3331" "Comunal" "ERCILLA" 2010 "Volcadura" 5
"3332" "Comunal" "ERCILLA" 2011 "Volcadura" 0
"3333" "Comunal" "LONQUIMAY" 2010 "Volcadura" 5
"3334" "Comunal" "LONQUIMAY" 2011 "Volcadura" 8
"3335" "Comunal" "LOS SAUCES" 2010 "Volcadura" 3
"3336" "Comunal" "LOS SAUCES" 2011 "Volcadura" 5
"3337" "Comunal" "LUMACO" 2010 "Volcadura" 5
"3338" "Comunal" "LUMACO" 2011 "Volcadura" 3
"3339" "Comunal" "PUREN" 2010 "Volcadura" 7
"3340" "Comunal" "PUREN" 2011 "Volcadura" 5
"3341" "Comunal" "RENAICO" 2010 "Volcadura" 4
"3342" "Comunal" "RENAICO" 2011 "Volcadura" 5
"3343" "Comunal" "TRAIGUEN" 2010 "Volcadura" 11
"3344" "Comunal" "TRAIGUEN" 2011 "Volcadura" 7
"3345" "Comunal" "VICTORIA" 2010 "Volcadura" 25
"3346" "Comunal" "VICTORIA" 2011 "Volcadura" 29
"3347" "Regional" "XIV Región de Los Ríos" 2010 "Volcadura" 113
"3348" "Regional" "XIV Región de Los Ríos" 2011 "Volcadura" 125
"3349" "Comunal" "VALDIVIA" 2010 "Volcadura" 23
"3350" "Comunal" "VALDIVIA" 2011 "Volcadura" 30
"3351" "Comunal" "CORRAL" 2010 "Volcadura" 1
"3352" "Comunal" "CORRAL" 2011 "Volcadura" 4
"3353" "Comunal" "LANCO" 2010 "Volcadura" 5
"3354" "Comunal" "LANCO" 2011 "Volcadura" 5
"3355" "Comunal" "LOS LAGOS" 2010 "Volcadura" 12
"3356" "Comunal" "LOS LAGOS" 2011 "Volcadura" 9
"3357" "Comunal" "MAFIL" 2010 "Volcadura" 8
"3358" "Comunal" "MAFIL" 2011 "Volcadura" 9
"3359" "Comunal" "MARIQUINA" 2010 "Volcadura" 11
"3360" "Comunal" "MARIQUINA" 2011 "Volcadura" 14
"3361" "Comunal" "PAILLACO" 2010 "Volcadura" 11
"3362" "Comunal" "PAILLACO" 2011 "Volcadura" 11
"3363" "Comunal" "PANGUIPULLI" 2010 "Volcadura" 11
"3364" "Comunal" "PANGUIPULLI" 2011 "Volcadura" 17
"3365" "Comunal" "LA UNION" 2010 "Volcadura" 17
"3366" "Comunal" "LA UNION" 2011 "Volcadura" 10
"3367" "Comunal" "FUTRONO" 2010 "Volcadura" 3
"3368" "Comunal" "FUTRONO" 2011 "Volcadura" 2
"3369" "Comunal" "LAGO RANCO" 2010 "Volcadura" 5
"3370" "Comunal" "LAGO RANCO" 2011 "Volcadura" 0
"3371" "Comunal" "RIO BUENO" 2010 "Volcadura" 6
"3372" "Comunal" "RIO BUENO" 2011 "Volcadura" 14
"3373" "Regional" "X Región de Los Lagos" 2010 "Volcadura" 250
"3374" "Regional" "X Región de Los Lagos" 2011 "Volcadura" 280
"3375" "Comunal" "PUERTO MONTT" 2010 "Volcadura" 39
"3376" "Comunal" "PUERTO MONTT" 2011 "Volcadura" 29
"3377" "Comunal" "CALBUCO" 2010 "Volcadura" 8
"3378" "Comunal" "CALBUCO" 2011 "Volcadura" 9
"3379" "Comunal" "COCHAMO" 2010 "Volcadura" 0
"3380" "Comunal" "COCHAMO" 2011 "Volcadura" 0
"3381" "Comunal" "FRESIA" 2010 "Volcadura" 1
"3382" "Comunal" "FRESIA" 2011 "Volcadura" 9
"3383" "Comunal" "FRUTILLAR" 2010 "Volcadura" 11
"3384" "Comunal" "FRUTILLAR" 2011 "Volcadura" 16
"3385" "Comunal" "LOS MUERMOS" 2010 "Volcadura" 13
"3386" "Comunal" "LOS MUERMOS" 2011 "Volcadura" 6
"3387" "Comunal" "LLANQUIHUE" 2010 "Volcadura" 3
"3388" "Comunal" "LLANQUIHUE" 2011 "Volcadura" 11
"3389" "Comunal" "MAULLIN" 2010 "Volcadura" 7
"3390" "Comunal" "MAULLIN" 2011 "Volcadura" 2
"3391" "Comunal" "PUERTO VARAS" 2010 "Volcadura" 15
"3392" "Comunal" "PUERTO VARAS" 2011 "Volcadura" 15
"3393" "Comunal" "CASTRO" 2010 "Volcadura" 15
"3394" "Comunal" "CASTRO" 2011 "Volcadura" 25
"3395" "Comunal" "ANCUD" 2010 "Volcadura" 22
"3396" "Comunal" "ANCUD" 2011 "Volcadura" 19
"3397" "Comunal" "CHONCHI" 2010 "Volcadura" 6
"3398" "Comunal" "CHONCHI" 2011 "Volcadura" 1
"3399" "Comunal" "CURACO DE VELEZ" 2010 "Volcadura" 1
"3400" "Comunal" "CURACO DE VELEZ" 2011 "Volcadura" 2
"3401" "Comunal" "DALCAHUE" 2010 "Volcadura" 8
"3402" "Comunal" "DALCAHUE" 2011 "Volcadura" 12
"3403" "Comunal" "PUQUELDON" 2010 "Volcadura" 3
"3404" "Comunal" "PUQUELDON" 2011 "Volcadura" 0
"3405" "Comunal" "QUEILEN" 2010 "Volcadura" 0
"3406" "Comunal" "QUEILEN" 2011 "Volcadura" 4
"3407" "Comunal" "QUELLON" 2010 "Volcadura" 3
"3408" "Comunal" "QUELLON" 2011 "Volcadura" 4
"3409" "Comunal" "QUEMCHI" 2010 "Volcadura" 2
"3410" "Comunal" "QUEMCHI" 2011 "Volcadura" 5
"3411" "Comunal" "QUINCHAO" 2010 "Volcadura" 0
"3412" "Comunal" "QUINCHAO" 2011 "Volcadura" 0
"3413" "Comunal" "OSORNO" 2010 "Volcadura" 36
"3414" "Comunal" "OSORNO" 2011 "Volcadura" 34
"3415" "Comunal" "PUERTO OCTAY" 2010 "Volcadura" 13
"3416" "Comunal" "PUERTO OCTAY" 2011 "Volcadura" 13
"3417" "Comunal" "PURRANQUE" 2010 "Volcadura" 13
"3418" "Comunal" "PURRANQUE" 2011 "Volcadura" 10
"3419" "Comunal" "PUYEHUE" 2010 "Volcadura" 1
"3420" "Comunal" "PUYEHUE" 2011 "Volcadura" 8
"3421" "Comunal" "RIO NEGRO" 2010 "Volcadura" 4
"3422" "Comunal" "RIO NEGRO" 2011 "Volcadura" 11
"3423" "Comunal" "SAN JUAN DE LA COSTA" 2010 "Volcadura" 4
"3424" "Comunal" "SAN JUAN DE LA COSTA" 2011 "Volcadura" 7
"3425" "Comunal" "SAN PABLO" 2010 "Volcadura" 14
"3426" "Comunal" "SAN PABLO" 2011 "Volcadura" 10
"3427" "Comunal" "CHAITEN" 2010 "Volcadura" 0
"3428" "Comunal" "CHAITEN" 2011 "Volcadura" 5
"3429" "Comunal" "FUTALEUFU" 2010 "Volcadura" 1
"3430" "Comunal" "FUTALEUFU" 2011 "Volcadura" 1
"3431" "Comunal" "HUALAIHUE" 2010 "Volcadura" 7
"3432" "Comunal" "HUALAIHUE" 2011 "Volcadura" 9
"3433" "Comunal" "PALENA" 2010 "Volcadura" 0
"3434" "Comunal" "PALENA" 2011 "Volcadura" 3
"3435" "Regional" "XI Región de Aysén" 2010 "Volcadura" 78
"3436" "Regional" "XI Región de Aysén" 2011 "Volcadura" 88
"3437" "Comunal" "COIHAIQUE" 2010 "Volcadura" 53
"3438" "Comunal" "COIHAIQUE" 2011 "Volcadura" 53
"3439" "Comunal" "LAGO VERDE" 2010 "Volcadura" 0
"3440" "Comunal" "LAGO VERDE" 2011 "Volcadura" 0
"3441" "Comunal" "AISEN" 2010 "Volcadura" 14
"3442" "Comunal" "AISEN" 2011 "Volcadura" 9
"3443" "Comunal" "CISNES" 2010 "Volcadura" 4
"3444" "Comunal" "CISNES" 2011 "Volcadura" 6
"3445" "Comunal" "COCHRANE" 2010 "Volcadura" 5
"3446" "Comunal" "COCHRANE" 2011 "Volcadura" 5
"3447" "Comunal" "O'Higgins" 2010 "Volcadura" 0
"3448" "Comunal" "O'Higgins" 2011 "Volcadura" 1
"3449" "Comunal" "TORTEL" 2010 "Volcadura" 0
"3450" "Comunal" "TORTEL" 2011 "Volcadura" 0
"3451" "Comunal" "CHILE CHICO" 2010 "Volcadura" 1
"3452" "Comunal" "CHILE CHICO" 2011 "Volcadura" 0
"3453" "Comunal" "RIO IBANEZ" 2010 "Volcadura" 1
"3454" "Comunal" "RIO IBANEZ" 2011 "Volcadura" 14
"3455" "Regional" "XII Región de Magallanes" 2010 "Volcadura" 116
"3456" "Regional" "XII Región de Magallanes" 2011 "Volcadura" 99
"3457" "Comunal" "PUNTA ARENAS" 2010 "Volcadura" 39
"3458" "Comunal" "PUNTA ARENAS" 2011 "Volcadura" 35
"3459" "Comunal" "LAGUNA BLANCA" 2010 "Volcadura" 19
"3460" "Comunal" "LAGUNA BLANCA" 2011 "Volcadura" 12
"3461" "Comunal" "SAN GREGORIO" 2010 "Volcadura" 13
"3462" "Comunal" "SAN GREGORIO" 2011 "Volcadura" 9
"3463" "Comunal" "CABO DE HORNOS" 2010 "Volcadura" 1
"3464" "Comunal" "CABO DE HORNOS" 2011 "Volcadura" 0
"3465" "Comunal" "PORVENIR" 2010 "Volcadura" 7
"3466" "Comunal" "PORVENIR" 2011 "Volcadura" 14
"3467" "Comunal" "PRIMAVERA" 2010 "Volcadura" 3
"3468" "Comunal" "PRIMAVERA" 2011 "Volcadura" 3
"3469" "Comunal" "TIMAUKEL" 2010 "Volcadura" 0
"3470" "Comunal" "TIMAUKEL" 2011 "Volcadura" 1
"3471" "Comunal" "NATALES" 2010 "Volcadura" 29
"3472" "Comunal" "NATALES" 2011 "Volcadura" 20
"3473" "Comunal" "TORRES DEL PAINE" 2010 "Volcadura" 5
"3474" "Comunal" "TORRES DEL PAINE" 2011 "Volcadura" 5
"3475" "Regional" "Región Metropolitana" 2010 "Volcadura" 475
"3476" "Regional" "Región Metropolitana" 2011 "Volcadura" 613
"3477" "Comunal" "SANTIAGO" 2010 "Volcadura" 18
"3478" "Comunal" "SANTIAGO" 2011 "Volcadura" 18
"3479" "Comunal" "CERRILLOS" 2010 "Volcadura" 8
"3480" "Comunal" "CERRILLOS" 2011 "Volcadura" 20
"3481" "Comunal" "CERRO NAVIA" 2010 "Volcadura" 4
"3482" "Comunal" "CERRO NAVIA" 2011 "Volcadura" 8
"3483" "Comunal" "CONCHALI" 2010 "Volcadura" 5
"3484" "Comunal" "CONCHALI" 2011 "Volcadura" 8
"3485" "Comunal" "EL BOSQUE" 2010 "Volcadura" 3
"3486" "Comunal" "EL BOSQUE" 2011 "Volcadura" 1
"3487" "Comunal" "ESTACION CENTRAL" 2010 "Volcadura" 1
"3488" "Comunal" "ESTACION CENTRAL" 2011 "Volcadura" 2
"3489" "Comunal" "HUECHURABA" 2010 "Volcadura" 3
"3490" "Comunal" "HUECHURABA" 2011 "Volcadura" 12
"3491" "Comunal" "INDEPENDENCIA" 2010 "Volcadura" 4
"3492" "Comunal" "INDEPENDENCIA" 2011 "Volcadura" 6
"3493" "Comunal" "LA CISTERNA" 2010 "Volcadura" 2
"3494" "Comunal" "LA CISTERNA" 2011 "Volcadura" 8
"3495" "Comunal" "LA FLORIDA" 2010 "Volcadura" 20
"3496" "Comunal" "LA FLORIDA" 2011 "Volcadura" 12
"3497" "Comunal" "LA GRANJA" 2010 "Volcadura" 4
"3498" "Comunal" "LA GRANJA" 2011 "Volcadura" 3
"3499" "Comunal" "LA PINTANA" 2010 "Volcadura" 10
"3500" "Comunal" "LA PINTANA" 2011 "Volcadura" 11
"3501" "Comunal" "LA REINA" 2010 "Volcadura" 5
"3502" "Comunal" "LA REINA" 2011 "Volcadura" 9
"3503" "Comunal" "LAS CONDES" 2010 "Volcadura" 15
"3504" "Comunal" "LAS CONDES" 2011 "Volcadura" 21
"3505" "Comunal" "LO BARNECHEA" 2010 "Volcadura" 7
"3506" "Comunal" "LO BARNECHEA" 2011 "Volcadura" 8
"3507" "Comunal" "LO ESPEJO" 2010 "Volcadura" 2
"3508" "Comunal" "LO ESPEJO" 2011 "Volcadura" 1
"3509" "Comunal" "LO PRADO" 2010 "Volcadura" 6
"3510" "Comunal" "LO PRADO" 2011 "Volcadura" 4
"3511" "Comunal" "MACUL" 2010 "Volcadura" 2
"3512" "Comunal" "MACUL" 2011 "Volcadura" 4
"3513" "Comunal" "MAIPU" 2010 "Volcadura" 31
"3514" "Comunal" "MAIPU" 2011 "Volcadura" 28
"3515" "Comunal" "NUNOA" 2010 "Volcadura" 28
"3516" "Comunal" "NUNOA" 2011 "Volcadura" 33
"3517" "Comunal" "P. AGUIRRE CERDA" 2010 "Volcadura" 3
"3518" "Comunal" "P. AGUIRRE CERDA" 2011 "Volcadura" 2
"3519" "Comunal" "PENALOLEN" 2010 "Volcadura" 5
"3520" "Comunal" "PENALOLEN" 2011 "Volcadura" 16
"3521" "Comunal" "PROVIDENCIA" 2010 "Volcadura" 2
"3522" "Comunal" "PROVIDENCIA" 2011 "Volcadura" 6
"3523" "Comunal" "PUDAHUEL" 2010 "Volcadura" 25
"3524" "Comunal" "PUDAHUEL" 2011 "Volcadura" 10
"3525" "Comunal" "QUILICURA" 2010 "Volcadura" 9
"3526" "Comunal" "QUILICURA" 2011 "Volcadura" 9
"3527" "Comunal" "QUINTA NORMAL" 2010 "Volcadura" 2
"3528" "Comunal" "QUINTA NORMAL" 2011 "Volcadura" 13
"3529" "Comunal" "RECOLETA" 2010 "Volcadura" 6
"3530" "Comunal" "RECOLETA" 2011 "Volcadura" 10
"3531" "Comunal" "RENCA" 2010 "Volcadura" 0
"3532" "Comunal" "RENCA" 2011 "Volcadura" 7
"3533" "Comunal" "SAN JOAQUIN" 2010 "Volcadura" 3
"3534" "Comunal" "SAN JOAQUIN" 2011 "Volcadura" 7
"3535" "Comunal" "SAN MIGUEL" 2010 "Volcadura" 2
"3536" "Comunal" "SAN MIGUEL" 2011 "Volcadura" 7
"3537" "Comunal" "SAN RAMON" 2010 "Volcadura" 0
"3538" "Comunal" "SAN RAMON" 2011 "Volcadura" 1
"3539" "Comunal" "VITACURA" 2010 "Volcadura" 26
"3540" "Comunal" "VITACURA" 2011 "Volcadura" 22
"3541" "Comunal" "PUENTE ALTO" 2010 "Volcadura" 21
"3542" "Comunal" "PUENTE ALTO" 2011 "Volcadura" 36
"3543" "Comunal" "PIRQUE" 2010 "Volcadura" 0
"3544" "Comunal" "PIRQUE" 2011 "Volcadura" 8
"3545" "Comunal" "SAN JOSE DE MAIPO" 2010 "Volcadura" 7
"3546" "Comunal" "SAN JOSE DE MAIPO" 2011 "Volcadura" 19
"3547" "Comunal" "COLINA" 2010 "Volcadura" 18
"3548" "Comunal" "COLINA" 2011 "Volcadura" 28
"3549" "Comunal" "LAMPA" 2010 "Volcadura" 11
"3550" "Comunal" "LAMPA" 2011 "Volcadura" 8
"3551" "Comunal" "TILTIL" 2010 "Volcadura" 14
"3552" "Comunal" "TILTIL" 2011 "Volcadura" 14
"3553" "Comunal" "SAN BERNARDO" 2010 "Volcadura" 14
"3554" "Comunal" "SAN BERNARDO" 2011 "Volcadura" 9
"3555" "Comunal" "BUIN" 2010 "Volcadura" 29
"3556" "Comunal" "BUIN" 2011 "Volcadura" 39
"3557" "Comunal" "CALERA DE TANGO" 2010 "Volcadura" 5
"3558" "Comunal" "CALERA DE TANGO" 2011 "Volcadura" 4
"3559" "Comunal" "PAINE" 2010 "Volcadura" 32
"3560" "Comunal" "PAINE" 2011 "Volcadura" 27
"3561" "Comunal" "MELIPILLA" 2010 "Volcadura" 4
"3562" "Comunal" "MELIPILLA" 2011 "Volcadura" 12
"3563" "Comunal" "ALHUE" 2010 "Volcadura" 0
"3564" "Comunal" "ALHUE" 2011 "Volcadura" 2
"3565" "Comunal" "CURACAVI" 2010 "Volcadura" 17
"3566" "Comunal" "CURACAVI" 2011 "Volcadura" 14
"3567" "Comunal" "MARIA PINTO" 2010 "Volcadura" 0
"3568" "Comunal" "MARIA PINTO" 2011 "Volcadura" 5
"3569" "Comunal" "SAN PEDRO" 2010 "Volcadura" 2
"3570" "Comunal" "SAN PEDRO" 2011 "Volcadura" 2
"3571" "Comunal" "TALAGANTE" 2010 "Volcadura" 18
"3572" "Comunal" "TALAGANTE" 2011 "Volcadura" 15
"3573" "Comunal" "EL MONTE" 2010 "Volcadura" 3
"3574" "Comunal" "EL MONTE" 2011 "Volcadura" 3
"3575" "Comunal" "ISLA DE MAIPO" 2010 "Volcadura" 6
"3576" "Comunal" "ISLA DE MAIPO" 2011 "Volcadura" 15
"3577" "Comunal" "PADRE HURTADO" 2010 "Volcadura" 4
"3578" "Comunal" "PADRE HURTADO" 2011 "Volcadura" 6
"3579" "Comunal" "PENAFLOR" 2010 "Volcadura" 9
"3580" "Comunal" "PENAFLOR" 2011 "Volcadura" 20
"3581" "Nacional" "Nacional" 2010 "Otros" 707
"3582" "Nacional" "Nacional" 2011 "Otros" 1223
"3583" "Regional" "XV Región Arica y Parinacota" 2010 "Otros" 6
"3584" "Regional" "XV Región Arica y Parinacota" 2011 "Otros" 10
"3585" "Comunal" "ARICA" 2010 "Otros" 4
"3586" "Comunal" "ARICA" 2011 "Otros" 10
"3587" "Comunal" "CAMARONES" 2010 "Otros" 0
"3588" "Comunal" "CAMARONES" 2011 "Otros" 0
"3589" "Comunal" "PUTRE" 2010 "Otros" 2
"3590" "Comunal" "PUTRE" 2011 "Otros" 0
"3591" "Comunal" "GENERAL LAGOS" 2010 "Otros" 0
"3592" "Comunal" "GENERAL LAGOS" 2011 "Otros" 0
"3593" "Regional" "I Región de Tarapacá" 2010 "Otros" 7
"3594" "Regional" "I Región de Tarapacá" 2011 "Otros" 4
"3595" "Comunal" "IQUIQUE" 2010 "Otros" 1
"3596" "Comunal" "IQUIQUE" 2011 "Otros" 1
"3597" "Comunal" "CAMINA" 2010 "Otros" 0
"3598" "Comunal" "CAMINA" 2011 "Otros" 0
"3599" "Comunal" "COLCHANE" 2010 "Otros" 1
"3600" "Comunal" "COLCHANE" 2011 "Otros" 0
"3601" "Comunal" "HUARA" 2010 "Otros" 0
"3602" "Comunal" "HUARA" 2011 "Otros" 2
"3603" "Comunal" "PICA" 2010 "Otros" 1
"3604" "Comunal" "PICA" 2011 "Otros" 0
"3605" "Comunal" "POZO ALMONTE" 2010 "Otros" 2
"3606" "Comunal" "POZO ALMONTE" 2011 "Otros" 0
"3607" "Comunal" "ALTO HOSPICIO" 2010 "Otros" 2
"3608" "Comunal" "ALTO HOSPICIO" 2011 "Otros" 1
"3609" "Regional" "II Región de Antofagasta" 2010 "Otros" 14
"3610" "Regional" "II Región de Antofagasta" 2011 "Otros" 19
"3611" "Comunal" "ANTOFAGASTA" 2010 "Otros" 5
"3612" "Comunal" "ANTOFAGASTA" 2011 "Otros" 7
"3613" "Comunal" "MEJILLONES" 2010 "Otros" 1
"3614" "Comunal" "MEJILLONES" 2011 "Otros" 2
"3615" "Comunal" "SIERRA GORDA" 2010 "Otros" 0
"3616" "Comunal" "SIERRA GORDA" 2011 "Otros" 1
"3617" "Comunal" "TALTAL" 2010 "Otros" 2
"3618" "Comunal" "TALTAL" 2011 "Otros" 2
"3619" "Comunal" "CALAMA" 2010 "Otros" 2
"3620" "Comunal" "CALAMA" 2011 "Otros" 1
"3621" "Comunal" "OLLAGUE" 2010 "Otros" 0
"3622" "Comunal" "OLLAGUE" 2011 "Otros" 0
"3623" "Comunal" "SAN PEDRO ATACAMA" 2010 "Otros" 0
"3624" "Comunal" "SAN PEDRO ATACAMA" 2011 "Otros" 0
"3625" "Comunal" "TOCOPILLA" 2010 "Otros" 0
"3626" "Comunal" "TOCOPILLA" 2011 "Otros" 0
"3627" "Comunal" "MARIA ELENA" 2010 "Otros" 4
"3628" "Comunal" "MARIA ELENA" 2011 "Otros" 6
"3629" "Regional" "III Región de Atacama" 2010 "Otros" 13
"3630" "Regional" "III Región de Atacama" 2011 "Otros" 10
"3631" "Comunal" "COPIAPO" 2010 "Otros" 3
"3632" "Comunal" "COPIAPO" 2011 "Otros" 2
"3633" "Comunal" "CALDERA" 2010 "Otros" 1
"3634" "Comunal" "CALDERA" 2011 "Otros" 0
"3635" "Comunal" "TIERRA AMARILLA" 2010 "Otros" 0
"3636" "Comunal" "TIERRA AMARILLA" 2011 "Otros" 0
"3637" "Comunal" "CHANARAL" 2010 "Otros" 4
"3638" "Comunal" "CHANARAL" 2011 "Otros" 3
"3639" "Comunal" "DIEGO DE ALMAGRO" 2010 "Otros" 1
"3640" "Comunal" "DIEGO DE ALMAGRO" 2011 "Otros" 0
"3641" "Comunal" "VALLENAR" 2010 "Otros" 4
"3642" "Comunal" "VALLENAR" 2011 "Otros" 3
"3643" "Comunal" "ALTO DEL CARMEN" 2010 "Otros" 0
"3644" "Comunal" "ALTO DEL CARMEN" 2011 "Otros" 0
"3645" "Comunal" "FREIRINA" 2010 "Otros" 0
"3646" "Comunal" "FREIRINA" 2011 "Otros" 1
"3647" "Comunal" "HUASCO" 2010 "Otros" 0
"3648" "Comunal" "HUASCO" 2011 "Otros" 1
"3649" "Regional" "IV Región de Coquimbo" 2010 "Otros" 20
"3650" "Regional" "IV Región de Coquimbo" 2011 "Otros" 24
"3651" "Comunal" "LA SERENA" 2010 "Otros" 9
"3652" "Comunal" "LA SERENA" 2011 "Otros" 16
"3653" "Comunal" "COQUIMBO" 2010 "Otros" 1
"3654" "Comunal" "COQUIMBO" 2011 "Otros" 2
"3655" "Comunal" "ANDACOLLO" 2010 "Otros" 1
"3656" "Comunal" "ANDACOLLO" 2011 "Otros" 1
"3657" "Comunal" "LA HIGUERA" 2010 "Otros" 0
"3658" "Comunal" "LA HIGUERA" 2011 "Otros" 1
"3659" "Comunal" "PAIGUANO" 2010 "Otros" 0
"3660" "Comunal" "PAIGUANO" 2011 "Otros" 1
"3661" "Comunal" "VICUNA" 2010 "Otros" 4
"3662" "Comunal" "VICUNA" 2011 "Otros" 1
"3663" "Comunal" "ILLAPEL" 2010 "Otros" 1
"3664" "Comunal" "ILLAPEL" 2011 "Otros" 0
"3665" "Comunal" "CANELA" 2010 "Otros" 0
"3666" "Comunal" "CANELA" 2011 "Otros" 1
"3667" "Comunal" "LOS VILOS" 2010 "Otros" 1
"3668" "Comunal" "LOS VILOS" 2011 "Otros" 1
"3669" "Comunal" "SALAMANCA" 2010 "Otros" 0
"3670" "Comunal" "SALAMANCA" 2011 "Otros" 0
"3671" "Comunal" "OVALLE" 2010 "Otros" 2
"3672" "Comunal" "OVALLE" 2011 "Otros" 0
"3673" "Comunal" "COMBARBALA" 2010 "Otros" 0
"3674" "Comunal" "COMBARBALA" 2011 "Otros" 0
"3675" "Comunal" "MONTE PATRIA" 2010 "Otros" 1
"3676" "Comunal" "MONTE PATRIA" 2011 "Otros" 0
"3677" "Comunal" "PUNITAQUI" 2010 "Otros" 0
"3678" "Comunal" "PUNITAQUI" 2011 "Otros" 0
"3679" "Comunal" "RIO HURTADO" 2010 "Otros" 0
"3680" "Comunal" "RIO HURTADO" 2011 "Otros" 0
"3681" "Regional" "V Región de Valparaíso" 2010 "Otros" 114
"3682" "Regional" "V Región de Valparaíso" 2011 "Otros" 121
"3683" "Comunal" "VALPARAISO" 2010 "Otros" 33
"3684" "Comunal" "VALPARAISO" 2011 "Otros" 32
"3685" "Comunal" "CASABLANCA" 2010 "Otros" 4
"3686" "Comunal" "CASABLANCA" 2011 "Otros" 9
"3687" "Comunal" "CONCON" 2010 "Otros" 8
"3688" "Comunal" "CONCON" 2011 "Otros" 3
"3689" "Comunal" "PUCHUNCAVI" 2010 "Otros" 0
"3690" "Comunal" "PUCHUNCAVI" 2011 "Otros" 1
"3691" "Comunal" "QUILPUE" 2010 "Otros" 12
"3692" "Comunal" "QUILPUE" 2011 "Otros" 20
"3693" "Comunal" "QUINTERO" 2010 "Otros" 3
"3694" "Comunal" "QUINTERO" 2011 "Otros" 3
"3695" "Comunal" "VILLA ALEMANA" 2010 "Otros" 5
"3696" "Comunal" "VILLA ALEMANA" 2011 "Otros" 5
"3697" "Comunal" "VINA DEL MAR" 2010 "Otros" 8
"3698" "Comunal" "VINA DEL MAR" 2011 "Otros" 11
"3699" "Comunal" "ISLA DE PASCUA" 2010 "Otros" 3
"3700" "Comunal" "ISLA DE PASCUA" 2011 "Otros" 0
"3701" "Comunal" "LOS ANDES" 2010 "Otros" 6
"3702" "Comunal" "LOS ANDES" 2011 "Otros" 3
"3703" "Comunal" "CALLE LARGA" 2010 "Otros" 0
"3704" "Comunal" "CALLE LARGA" 2011 "Otros" 0
"3705" "Comunal" "RINCONADA" 2010 "Otros" 0
"3706" "Comunal" "RINCONADA" 2011 "Otros" 0
"3707" "Comunal" "SAN ESTEBAN" 2010 "Otros" 1
"3708" "Comunal" "SAN ESTEBAN" 2011 "Otros" 0
"3709" "Comunal" "LA LIGUA" 2010 "Otros" 1
"3710" "Comunal" "LA LIGUA" 2011 "Otros" 1
"3711" "Comunal" "CABILDO" 2010 "Otros" 0
"3712" "Comunal" "CABILDO" 2011 "Otros" 0
"3713" "Comunal" "PAPUDO" 2010 "Otros" 0
"3714" "Comunal" "PAPUDO" 2011 "Otros" 0
"3715" "Comunal" "PETORCA" 2010 "Otros" 0
"3716" "Comunal" "PETORCA" 2011 "Otros" 0
"3717" "Comunal" "ZAPALLAR" 2010 "Otros" 2
"3718" "Comunal" "ZAPALLAR" 2011 "Otros" 1
"3719" "Comunal" "QUILLOTA" 2010 "Otros" 0
"3720" "Comunal" "QUILLOTA" 2011 "Otros" 1
"3721" "Comunal" "CALERA" 2010 "Otros" 2
"3722" "Comunal" "CALERA" 2011 "Otros" 6
"3723" "Comunal" "HIJUELAS" 2010 "Otros" 1
"3724" "Comunal" "HIJUELAS" 2011 "Otros" 0
"3725" "Comunal" "LA CRUZ" 2010 "Otros" 0
"3726" "Comunal" "LA CRUZ" 2011 "Otros" 0
"3727" "Comunal" "LIMACHE" 2010 "Otros" 2
"3728" "Comunal" "LIMACHE" 2011 "Otros" 6
"3729" "Comunal" "NOGALES" 2010 "Otros" 0
"3730" "Comunal" "NOGALES" 2011 "Otros" 1
"3731" "Comunal" "OLMUE" 2010 "Otros" 5
"3732" "Comunal" "OLMUE" 2011 "Otros" 2
"3733" "Comunal" "SAN ANTONIO" 2010 "Otros" 6
"3734" "Comunal" "SAN ANTONIO" 2011 "Otros" 8
"3735" "Comunal" "ALGARROBO" 2010 "Otros" 0
"3736" "Comunal" "ALGARROBO" 2011 "Otros" 2
"3737" "Comunal" "CARTAGENA" 2010 "Otros" 0
"3738" "Comunal" "CARTAGENA" 2011 "Otros" 0
"3739" "Comunal" "EL QUISCO" 2010 "Otros" 1
